task_id,asset_id,department,asset_type,defect_type,maintenance_type,severity,criticality,overdue_days,estimated_duration_hours,safety_risk,operational_impact,corridor_id,deadline,priority_score,priority_class
M-005142,S&-0129,S&T,Track Circuit,Interlocking Fault,Corrective,4,33,5,3.0,74,45,C04,2026-08-27,51.2,Medium
M-005143,TR-0110,Traction,Isolator,Feeder Inspection Overdue,Preventive,5,79,6,0.5,97,75,C06,2026-08-25,78.85,High
M-005144,S&-0055,S&T,Track Circuit,Track Circuit Fault,Overdue,1,73,24,3.0,10,44,C17,2026-08-31,49.5,Medium
M-005145,S&-0091,S&T,Track Circuit,Point Machine Degradation,Corrective,1,82,8,2.0,17,38,C08,2026-08-25,43.7,Medium
M-005146,TR-0081,Traction,OHE,Insulator Defect,Inspection,2,67,11,4.0,36,35,C06,2026-08-25,48.8,Medium
M-005147,TR-0071,Traction,OHE,Feeder Inspection Overdue,Overdue,5,58,5,4.0,78,73,C10,2026-08-31,67.7,High
M-005148,TR-0081,Traction,OHE,OHE Wear,Overdue,3,67,19,1.5,57,45,C06,2026-08-28,64.5,High
M-005149,EN-0048,Engineering,Ballast,Track Geometry Deviation,Corrective,3,71,15,0.5,49,60,C07,2026-08-28,63.35,High
M-005150,S&-0102,S&T,Signal,Point Machine Degradation,Inspection,2,73,1,4.0,37,54,C19,2026-08-30,46.15,Medium
M-005151,TR-0030,Traction,Insulator,Feeder Inspection Overdue,Corrective,4,56,4,1.0,84,49,C10,2026-08-30,59.95,Medium
M-005152,EN-0168,Engineering,Rail,Rail Wear,Preventive,4,33,1,4.0,67,50,C10,2026-08-28,47.55,Medium
M-005153,S&-0078,S&T,Interlocking,Point Machine Degradation,Preventive,3,61,15,0.5,40,59,C01,2026-08-25,58.4,Medium
M-005154,TR-0026,Traction,Insulator,Insulator Defect,Overdue,1,66,21,1.0,15,26,C18,2026-08-26,45.7,Medium
M-005155,TR-0040,Traction,Insulator,Feeder Inspection Overdue,Overdue,2,60,0,4.0,20,44,C11,2026-08-28,36.6,Low
M-005156,EN-0175,Engineering,Rail,Rail Wear,Corrective,4,85,0,0.5,56,63,C10,2026-08-30,62.15,High
M-005157,EN-0045,Engineering,Track,Sleeper Defect,Corrective,4,59,1,2.0,53,64,C18,2026-08-27,54.65,Medium
M-005158,EN-0024,Engineering,Track,Sleeper Defect,Inspection,3,70,6,0.5,52,62,C20,2026-08-26,57.2,Medium
M-005159,TR-0073,Traction,Insulator,Feeder Inspection Overdue,Inspection,1,67,8,2.0,17,36,C16,2026-08-26,38.9,Low
M-005160,S&-0056,S&T,Track Circuit,Point Machine Degradation,Preventive,5,74,0,3.0,78,77,C16,2026-08-31,69.35,High
M-005161,TR-0078,Traction,Insulator,Feeder Inspection Overdue,Preventive,3,53,0,4.0,49,43,C13,2026-08-30,44.15,Medium
M-005162,TR-0067,Traction,OHE,Isolator Defect,Inspection,2,37,8,1.0,46,30,C06,2026-08-29,38.8,Low
M-005163,TR-0022,Traction,Insulator,Insulator Defect,Corrective,4,69,17,1.5,65,61,C08,2026-08-28,71.6,High
M-005164,EN-0168,Engineering,Rail,Ballast Defect,Inspection,5,22,0,2.0,90,39,C10,2026-08-25,50.45,Medium
M-005165,EN-0054,Engineering,Sleeper,Sleeper Defect,Overdue,4,90,13,1.0,72,67,C10,2026-08-25,77.2,High
M-005166,S&-0023,S&T,Interlocking,Track Circuit Fault,Inspection,5,87,0,1.0,84,84,C13,2026-08-29,75.5,High
M-005167,EN-0108,Engineering,Rail,Rail Wear,Preventive,5,76,14,1.5,86,64,C09,2026-08-25,80.1,Critical
M-005168,S&-0014,S&T,Signal,Interlocking Fault,Inspection,3,66,0,2.0,45,67,C18,2026-08-30,50.85,Medium
M-005169,EN-0067,Engineering,Rail,Ballast Defect,Inspection,5,63,12,1.0,100,59,C11,2026-08-25,76.75,High
M-005170,S&-0027,S&T,Signal,Track Circuit Fault,Preventive,3,78,17,4.0,42,59,C17,2026-08-31,65.4,High
M-005171,EN-0137,Engineering,Ballast,Track Geometry Deviation,Overdue,1,36,4,1.5,1,13,C02,2026-08-29,19.95,Low
M-005172,TR-0115,Traction,OHE,Insulator Defect,Corrective,4,54,0,4.0,63,52,C04,2026-08-25,52.6,Medium
M-005173,TR-0073,Traction,Insulator,Insulator Defect,Inspection,5,55,0,1.0,82,62,C16,2026-08-31,62.2,High
M-005174,S&-0012,S&T,Track Circuit,Track Circuit Fault,Corrective,2,76,6,2.0,42,68,C04,2026-08-25,53.9,Medium
M-005175,EN-0143,Engineering,Rail,Rail Wear,Preventive,5,80,0,0.5,100,100,C14,2026-08-30,79.0,High
M-005176,TR-0009,Traction,Isolator,OHE Wear,Inspection,5,91,13,3.0,100,70,C03,2026-08-31,87.55,Critical
M-005177,TR-0116,Traction,Insulator,OHE Wear,Inspection,5,29,16,3.0,98,60,C20,2026-08-27,69.3,High
M-005178,S&-0108,S&T,Interlocking,Interlocking Fault,Inspection,3,33,16,1.0,48,44,C12,2026-08-25,50.1,Medium
M-005179,EN-0113,Engineering,Rail,Sleeper Defect,Preventive,3,75,8,2.0,45,67,C08,2026-08-25,59.55,Medium
M-005180,EN-0117,Engineering,Rail,Rail Crack,Inspection,5,48,8,3.0,100,60,C09,2026-08-30,69.4,High
M-005181,EN-0151,Engineering,Ballast,Rail Crack,Overdue,2,63,16,1.5,35,54,C01,2026-08-26,54.0,Medium
M-005182,EN-0167,Engineering,Rail,Ballast Defect,Preventive,5,76,3,2.0,92,62,C07,2026-08-29,72.75,High
M-005183,EN-0124,Engineering,Rail,Ballast Defect,Corrective,1,94,0,4.0,18,41,C11,2026-08-28,41.95,Medium
M-005184,TR-0102,Traction,OHE,Insulator Defect,Overdue,5,68,17,3.0,99,73,C14,2026-08-30,83.9,Critical
M-005185,EN-0174,Engineering,Ballast,Rail Crack,Overdue,4,64,0,1.5,77,44,C03,2026-08-30,57.2,Medium
M-005186,S&-0069,S&T,Track Circuit,Point Machine Degradation,Overdue,5,50,7,3.0,78,63,C19,2026-08-28,65.3,High
M-005187,S&-0012,S&T,Track Circuit,Signal Failure,Overdue,5,64,20,1.0,100,67,C04,2026-08-30,84.25,Critical
M-005188,TR-0046,Traction,Isolator,Insulator Defect,Preventive,2,38,13,4.0,36,26,C11,2026-08-27,40.25,Medium
M-005189,EN-0008,Engineering,Sleeper,Track Geometry Deviation,Inspection,4,69,11,0.5,81,62,C10,2026-08-28,70.45,High
M-005190,S&-0092,S&T,Signal,Interlocking Fault,Overdue,1,64,6,1.0,8,48,C05,2026-08-29,36.5,Low
M-005191,S&-0118,S&T,Track Circuit,Interlocking Fault,Overdue,3,80,6,3.0,52,63,C20,2026-08-27,60.35,High
M-005192,TR-0080,Traction,Isolator,Insulator Defect,Inspection,5,92,0,0.5,82,86,C10,2026-08-28,76.9,High
M-005193,EN-0120,Engineering,Ballast,Rail Wear,Corrective,4,63,16,4.0,74,60,C03,2026-08-25,70.7,High
M-005194,S&-0078,S&T,Interlocking,Signal Failure,Overdue,4,62,13,4.0,81,51,C01,2026-08-27,68.2,High
M-005195,S&-0071,S&T,Interlocking,Point Machine Degradation,Preventive,1,62,2,1.5,19,35,C02,2026-08-26,33.15,Low
M-005196,S&-0074,S&T,Point Machine,Point Machine Degradation,Overdue,5,59,9,0.5,80,66,C12,2026-08-30,70.35,High
M-005197,S&-0071,S&T,Interlocking,Interlocking Fault,Corrective,3,47,14,2.0,47,63,C02,2026-08-26,55.45,Medium
M-005198,S&-0028,S&T,Track Circuit,Signal Failure,Overdue,5,74,6,1.0,82,76,C02,2026-08-30,74.5,High
M-005199,TR-0050,Traction,OHE,Isolator Defect,Overdue,4,29,8,3.0,73,51,C16,2026-08-28,52.95,Medium
M-005200,TR-0124,Traction,OHE,Isolator Defect,Overdue,2,52,17,2.0,34,31,C03,2026-08-31,47.8,Medium
M-005201,TR-0083,Traction,OHE,Feeder Inspection Overdue,Overdue,5,52,11,4.0,98,75,C01,2026-08-31,74.7,High
M-005202,S&-0066,S&T,Signal,Interlocking Fault,Corrective,1,17,6,1.5,16,22,C05,2026-08-31,20.1,Low
M-005203,S&-0100,S&T,Point Machine,Interlocking Fault,Overdue,5,67,22,2.0,76,86,C14,2026-08-25,83.2,Critical
M-005204,EN-0009,Engineering,Track,Rail Wear,Inspection,1,48,7,4.0,12,28,C03,2026-08-25,30.25,Low
M-005205,EN-0010,Engineering,Sleeper,Rail Crack,Overdue,2,48,2,1.0,27,53,C11,2026-08-31,37.25,Low
M-005206,EN-0102,Engineering,Track,Sleeper Defect,Inspection,1,100,14,2.0,16,53,C20,2026-08-26,55.65,Medium
M-005207,EN-0144,Engineering,Ballast,Rail Wear,Inspection,2,30,9,2.0,21,31,C06,2026-08-31,32.6,Low
M-005208,S&-0007,S&T,Track Circuit,Track Circuit Fault,Preventive,2,64,16,1.0,39,49,C12,2026-08-27,54.35,Medium
M-005209,EN-0164,Engineering,Rail,Rail Wear,Overdue,1,31,0,2.0,16,16,C10,2026-08-29,18.9,Low
M-005210,TR-0048,Traction,Insulator,Feeder Inspection Overdue,Preventive,3,76,0,2.0,50,61,C17,2026-08-26,53.95,Medium
M-005211,TR-0092,Traction,OHE,Feeder Inspection Overdue,Corrective,5,37,6,0.5,99,50,C10,2026-08-26,62.9,High
M-005212,S&-0043,S&T,Interlocking,Track Circuit Fault,Inspection,3,65,16,3.0,60,68,C12,2026-08-31,65.7,High
M-005213,TR-0051,Traction,OHE,Isolator Defect,Inspection,4,42,0,1.0,77,48,C18,2026-08-27,51.2,Medium
M-005214,TR-0022,Traction,Insulator,Isolator Defect,Overdue,5,56,9,4.0,90,67,C08,2026-08-31,71.6,High
M-005215,TR-0122,Traction,Isolator,Insulator Defect,Preventive,4,67,0,4.0,78,56,C20,2026-08-31,60.1,High
M-005216,EN-0063,Engineering,Sleeper,Track Geometry Deviation,Preventive,3,52,5,2.0,69,51,C19,2026-08-28,52.8,Medium
M-005217,EN-0052,Engineering,Sleeper,Ballast Defect,Corrective,4,66,0,3.0,68,65,C13,2026-08-27,59.15,Medium
M-005218,S&-0090,S&T,Signal,Point Machine Degradation,Inspection,5,24,0,1.5,98,42,C03,2026-08-31,53.1,Medium
M-005219,EN-0112,Engineering,Rail,Ballast Defect,Overdue,4,58,1,1.0,50,65,C05,2026-08-30,53.9,Medium
M-005220,EN-0066,Engineering,Sleeper,Ballast Defect,Preventive,2,40,17,0.5,35,17,C15,2026-08-29,42.3,Medium
M-005221,TR-0069,Traction,Isolator,Isolator Defect,Preventive,5,55,11,3.0,94,63,C13,2026-08-26,73.0,High
M-005222,TR-0080,Traction,Isolator,OHE Wear,Inspection,1,77,9,4.0,12,53,C10,2026-08-29,44.2,Medium
M-005223,S&-0016,S&T,Signal,Interlocking Fault,Overdue,5,83,18,3.0,89,82,C15,2026-08-30,88.5,Critical
M-005224,S&-0085,S&T,Track Circuit,Track Circuit Fault,Inspection,1,44,1,3.0,7,30,C01,2026-08-26,23.85,Low
M-005225,TR-0039,Traction,Insulator,Isolator Defect,Overdue,1,81,9,3.0,12,52,C18,2026-08-31,45.25,Medium
M-005226,EN-0106,Engineering,Ballast,Rail Wear,Preventive,3,51,3,2.0,71,51,C11,2026-08-30,51.4,Medium
M-005227,S&-0077,S&T,Track Circuit,Track Circuit Fault,Inspection,5,73,0,1.5,88,73,C17,2026-08-31,70.45,High
M-005228,EN-0108,Engineering,Rail,Rail Crack,Inspection,2,72,11,2.0,37,45,C09,2026-08-27,52.0,Medium
M-005229,TR-0098,Traction,OHE,OHE Wear,Overdue,5,74,9,4.0,83,65,C05,2026-08-29,75.3,High
M-005230,EN-0163,Engineering,Ballast,Track Geometry Deviation,Preventive,2,37,0,4.0,26,31,C15,2026-08-27,28.95,Low
M-005231,S&-0020,S&T,Signal,Interlocking Fault,Corrective,3,80,0,2.0,50,71,C16,2026-08-25,56.65,Medium
M-005232,TR-0030,Traction,Insulator,Isolator Defect,Preventive,5,86,13,0.5,83,70,C10,2026-08-26,82.65,Critical
M-005233,EN-0095,Engineering,Rail,Track Geometry Deviation,Corrective,5,48,19,2.0,98,57,C19,2026-08-26,76.8,High
M-005234,TR-0031,Traction,Feeder,Isolator Defect,Corrective,3,78,17,2.0,52,63,C14,2026-08-29,68.0,High
M-005235,S&-0059,S&T,Track Circuit,Point Machine Degradation,Corrective,1,40,12,1.5,12,24,C13,2026-08-27,31.0,Low
M-005236,TR-0062,Traction,Insulator,Insulator Defect,Preventive,3,70,6,4.0,63,62,C18,2026-08-28,59.4,Medium
M-005237,EN-0025,Engineering,Ballast,Sleeper Defect,Inspection,4,85,2,2.0,66,64,C15,2026-08-28,65.8,High
M-005238,EN-0063,Engineering,Sleeper,Sleeper Defect,Preventive,3,59,4,3.0,51,61,C19,2026-08-29,52.05,Medium
M-005239,S&-0083,S&T,Interlocking,Track Circuit Fault,Corrective,3,90,10,1.5,46,58,C20,2026-08-25,64.4,High
M-005240,TR-0037,Traction,OHE,OHE Wear,Preventive,4,94,15,3.0,76,78,C04,2026-08-25,82.35,Critical
M-005241,EN-0174,Engineering,Ballast,Rail Wear,Inspection,3,60,22,1.0,61,60,C03,2026-08-26,66.2,High
M-005242,S&-0015,S&T,Interlocking,Point Machine Degradation,Inspection,2,46,4,1.0,31,35,C04,2026-08-26,36.25,Low
M-005243,EN-0120,Engineering,Ballast,Rail Wear,Overdue,2,54,10,2.0,45,46,C03,2026-08-26,47.6,Medium
M-005244,TR-0034,Traction,OHE,Feeder Inspection Overdue,Preventive,5,58,0,2.0,93,61,C05,2026-08-26,65.15,High
M-005245,S&-0053,S&T,Interlocking,Interlocking Fault,Inspection,3,87,0,1.0,35,70,C06,2026-08-28,55.6,Medium
M-005246,TR-0022,Traction,Insulator,Insulator Defect,Preventive,5,76,14,0.5,91,76,C08,2026-08-27,82.9,Critical
M-005247,TR-0029,Traction,Insulator,Insulator Defect,Corrective,3,55,4,0.5,62,66,C05,2026-08-29,53.8,Medium
M-005248,TR-0048,Traction,Insulator,Feeder Inspection Overdue,Preventive,5,70,6,3.0,90,67,C17,2026-08-30,73.55,High
M-005249,S&-0040,S&T,Point Machine,Track Circuit Fault,Inspection,3,74,0,1.0,51,61,C18,2026-08-30,53.55,Medium
M-005250,EN-0034,Engineering,Sleeper,Track Geometry Deviation,Preventive,2,69,14,4.0,41,53,C03,2026-08-30,55.35,Medium
M-005251,TR-0022,Traction,Insulator,Isolator Defect,Inspection,3,64,17,2.0,67,52,C08,2026-08-26,65.15,High
M-005252,TR-0059,Traction,OHE,OHE Wear,Inspection,4,48,18,2.0,57,50,C19,2026-08-31,62.8,High
M-005253,EN-0014,Engineering,Rail,Rail Wear,Inspection,3,48,0,3.0,60,50,C01,2026-08-31,45.9,Medium
M-005254,S&-0083,S&T,Interlocking,Signal Failure,Corrective,1,83,3,4.0,30,45,C20,2026-08-28,43.9,Medium
M-005255,EN-0016,Engineering,Track,Sleeper Defect,Overdue,5,74,14,3.0,85,80,C12,2026-08-31,81.7,Critical
M-005256,EN-0140,Engineering,Sleeper,Rail Wear,Overdue,2,54,15,3.0,38,32,C01,2026-08-29,47.85,Medium
M-005257,TR-0126,Traction,Feeder,Isolator Defect,Inspection,3,64,6,3.0,52,55,C05,2026-08-25,54.35,Medium
M-005258,EN-0172,Engineering,Ballast,Track Geometry Deviation,Preventive,3,48,9,3.0,57,57,C14,2026-08-28,53.1,Medium
M-005259,EN-0023,Engineering,Sleeper,Track Geometry Deviation,Corrective,5,22,13,0.5,100,38,C13,2026-08-27,62.05,High
M-005260,EN-0067,Engineering,Rail,Rail Wear,Inspection,4,65,3,2.0,73,72,C11,2026-08-26,63.15,High
M-005261,TR-0067,Traction,OHE,Isolator Defect,Preventive,4,30,4,1.0,64,62,C06,2026-08-29,50.1,Medium
M-005262,EN-0120,Engineering,Ballast,Sleeper Defect,Inspection,5,70,6,0.5,86,82,C03,2026-08-30,75.0,High
M-005263,TR-0045,Traction,OHE,Isolator Defect,Overdue,5,24,8,1.0,90,53,C20,2026-08-30,59.15,Medium
M-005264,TR-0029,Traction,Insulator,Insulator Defect,Preventive,2,59,18,2.0,43,48,C05,2026-08-30,55.0,Medium
M-005265,EN-0114,Engineering,Rail,Ballast Defect,Preventive,4,49,0,0.5,74,52,C08,2026-08-30,53.3,Medium
M-005266,EN-0068,Engineering,Track,Rail Wear,Inspection,5,74,16,1.0,82,71,C20,2026-08-28,81.25,Critical
M-005267,EN-0068,Engineering,Track,Rail Wear,Overdue,4,72,10,3.0,56,80,C20,2026-08-30,68.3,High
M-005268,TR-0047,Traction,Insulator,Insulator Defect,Inspection,1,72,8,0.5,12,51,C11,2026-08-25,41.65,Medium
M-005269,EN-0154,Engineering,Rail,Sleeper Defect,Corrective,5,26,2,1.0,88,53,C17,2026-08-30,54.85,Medium
M-005270,EN-0172,Engineering,Ballast,Rail Crack,Inspection,1,57,16,1.0,34,27,C14,2026-08-25,43.95,Medium
M-005271,S&-0121,S&T,Track Circuit,Signal Failure,Preventive,2,90,11,4.0,33,61,C11,2026-08-31,59.0,Medium
M-005272,EN-0023,Engineering,Sleeper,Rail Crack,Corrective,3,36,29,4.0,42,42,C13,2026-08-30,52.5,Medium
M-005273,S&-0118,S&T,Track Circuit,Point Machine Degradation,Overdue,1,86,0,2.0,4,54,C20,2026-08-30,38.7,Low
M-005274,S&-0127,S&T,Signal,Track Circuit Fault,Inspection,2,58,19,4.0,34,49,C08,2026-08-25,53.8,Medium
M-005275,TR-0112,Traction,Isolator,Insulator Defect,Preventive,4,65,1,3.0,77,65,C02,2026-08-27,61.4,High
M-005276,EN-0046,Engineering,Track,Rail Wear,Inspection,4,22,7,4.0,63,49,C14,2026-08-29,47.8,Medium
M-005277,EN-0075,Engineering,Track,Ballast Defect,Overdue,2,79,8,3.0,40,53,C10,2026-08-25,53.65,Medium
M-005278,TR-0064,Traction,Insulator,OHE Wear,Inspection,5,98,7,0.5,68,85,C19,2026-08-29,81.0,Critical
M-005279,EN-0126,Engineering,Ballast,Ballast Defect,Inspection,1,67,9,0.5,23,53,C06,2026-08-25,43.4,Medium
M-005280,TR-0064,Traction,Insulator,OHE Wear,Preventive,4,86,9,2.0,87,81,C19,2026-08-27,78.1,High
M-005281,EN-0103,Engineering,Ballast,Ballast Defect,Preventive,2,49,11,0.5,34,34,C15,2026-08-29,42.85,Medium
M-005282,EN-0137,Engineering,Ballast,Sleeper Defect,Preventive,4,34,3,4.0,75,41,C02,2026-08-29,49.6,Medium
M-005283,TR-0001,Traction,OHE,Isolator Defect,Corrective,2,82,20,4.0,36,50,C03,2026-08-29,62.3,High
M-005284,S&-0036,S&T,Interlocking,Track Circuit Fault,Corrective,1,50,13,0.5,11,29,C02,2026-08-25,35.3,Low
M-005285,EN-0177,Engineering,Track,Rail Wear,Preventive,4,48,5,0.5,79,59,C04,2026-08-25,58.8,Medium
M-005286,TR-0087,Traction,Isolator,Insulator Defect,Inspection,3,100,7,0.5,54,89,C16,2026-08-25,71.4,High
M-005287,S&-0110,S&T,Interlocking,Track Circuit Fault,Corrective,3,59,0,3.0,41,45,C19,2026-08-27,44.65,Medium
M-005288,TR-0118,Traction,Feeder,OHE Wear,Overdue,2,79,0,1.5,28,54,C20,2026-08-28,45.4,Medium
M-005289,S&-0121,S&T,Track Circuit,Signal Failure,Inspection,5,81,7,4.0,92,65,C11,2026-08-27,77.7,High
M-005290,EN-0179,Engineering,Sleeper,Ballast Defect,Inspection,4,77,0,1.0,75,73,C14,2026-08-28,65.05,High
M-005291,EN-0124,Engineering,Rail,Sleeper Defect,Overdue,1,82,12,1.0,27,57,C11,2026-08-26,51.55,Medium
M-005292,S&-0071,S&T,Interlocking,Point Machine Degradation,Inspection,1,40,0,0.5,28,19,C02,2026-08-25,24.45,Low
M-005293,EN-0045,Engineering,Track,Ballast Defect,Overdue,5,52,3,1.5,90,64,C18,2026-08-29,65.45,High
M-005294,TR-0093,Traction,Insulator,OHE Wear,Inspection,2,72,4,1.0,35,46,C08,2026-08-30,46.5,Medium
M-005295,EN-0078,Engineering,Track,Track Geometry Deviation,Inspection,2,39,0,3.0,41,29,C06,2026-08-26,32.25,Low
M-005296,TR-0076,Traction,OHE,Feeder Inspection Overdue,Corrective,3,50,5,0.5,59,45,C02,2026-08-25,49.3,Medium
M-005297,EN-0178,Engineering,Rail,Ballast Defect,Inspection,1,70,8,1.0,25,53,C06,2026-08-27,43.95,Medium
M-005298,S&-0126,S&T,Point Machine,Point Machine Degradation,Corrective,3,27,15,1.0,48,32,C01,2026-08-30,45.75,Medium
M-005299,S&-0069,S&T,Track Circuit,Interlocking Fault,Corrective,3,62,0,0.5,43,52,C19,2026-08-27,47.0,Medium
M-005300,S&-0116,S&T,Interlocking,Track Circuit Fault,Overdue,1,50,11,4.0,14,54,C09,2026-08-30,38.15,Low
M-005301,S&-0117,S&T,Point Machine,Track Circuit Fault,Preventive,3,85,0,2.0,46,72,C18,2026-08-30,57.5,Medium
M-005302,TR-0120,Traction,Isolator,Isolator Defect,Inspection,2,72,9,2.0,38,46,C19,2026-08-29,50.85,Medium
M-005303,S&-0051,S&T,Interlocking,Interlocking Fault,Corrective,5,64,11,0.5,72,77,C20,2026-08-31,73.4,High
M-005304,S&-0013,S&T,Signal,Interlocking Fault,Overdue,2,70,13,2.0,31,40,C14,2026-08-26,50.95,Medium
M-005305,TR-0006,Traction,Insulator,Isolator Defect,Corrective,5,31,4,2.0,86,54,C04,2026-08-27,57.6,Medium
M-005306,S&-0033,S&T,Track Circuit,Interlocking Fault,Inspection,5,75,6,1.5,94,64,C02,2026-08-28,75.4,High
M-005307,EN-0056,Engineering,Track,Track Geometry Deviation,Inspection,4,47,5,0.5,90,68,C10,2026-08-29,62.05,High
M-005308,EN-0090,Engineering,Ballast,Rail Crack,Corrective,3,53,19,2.0,55,65,C17,2026-08-30,62.9,High
M-005309,EN-0009,Engineering,Track,Sleeper Defect,Corrective,4,54,20,1.0,69,58,C03,2026-08-30,69.7,High
M-005310,TR-0013,Traction,Isolator,Isolator Defect,Inspection,5,68,0,3.0,98,79,C04,2026-08-31,71.85,High
M-005311,EN-0041,Engineering,Rail,Rail Crack,Inspection,3,88,1,0.5,49,59,C05,2026-08-29,57.8,Medium
M-005312,S&-0125,S&T,Point Machine,Signal Failure,Overdue,5,91,0,3.0,85,85,C07,2026-08-30,77.05,High
M-005313,EN-0116,Engineering,Rail,Rail Wear,Overdue,5,13,7,1.5,79,34,C18,2026-08-29,50.05,Medium
M-005314,EN-0162,Engineering,Rail,Sleeper Defect,Inspection,5,76,8,1.5,88,75,C15,2026-08-25,77.65,High
M-005315,TR-0093,Traction,Insulator,Feeder Inspection Overdue,Inspection,4,70,12,0.5,67,45,C08,2026-08-30,66.15,High
M-005316,TR-0051,Traction,OHE,Isolator Defect,Overdue,5,53,4,1.5,83,52,C18,2026-08-25,63.3,High
M-005317,EN-0050,Engineering,Rail,Ballast Defect,Inspection,5,76,16,0.5,86,93,C08,2026-08-28,85.95,Critical
M-005318,TR-0006,Traction,Insulator,OHE Wear,Corrective,2,15,27,1.5,22,7,C04,2026-08-28,32.95,Low
M-005319,TR-0038,Traction,Feeder,OHE Wear,Inspection,3,27,0,4.0,57,39,C17,2026-08-29,37.35,Low
M-005320,TR-0042,Traction,Isolator,Insulator Defect,Corrective,5,58,0,1.0,88,54,C18,2026-08-30,63.1,High
M-005321,EN-0076,Engineering,Rail,Rail Crack,Corrective,1,45,19,2.0,17,21,C14,2026-08-28,38.3,Low
M-005322,S&-0006,S&T,Signal,Signal Failure,Corrective,1,26,7,0.5,24,12,C16,2026-08-25,23.65,Low
M-005323,EN-0151,Engineering,Ballast,Ballast Defect,Corrective,4,42,12,1.5,71,51,C01,2026-08-29,59.45,Medium
M-005324,S&-0125,S&T,Point Machine,Interlocking Fault,Inspection,2,92,7,4.0,41,67,C07,2026-08-25,59.1,Medium
M-005325,EN-0085,Engineering,Sleeper,Rail Crack,Corrective,5,83,12,2.0,88,84,C11,2026-08-28,84.1,Critical
M-005326,EN-0111,Engineering,Rail,Sleeper Defect,Corrective,5,43,3,3.0,91,54,C09,2026-08-28,61.45,High
M-005327,S&-0028,S&T,Track Circuit,Track Circuit Fault,Corrective,4,62,6,0.5,85,58,C02,2026-08-29,64.8,High
M-005328,EN-0115,Engineering,Rail,Rail Wear,Inspection,2,69,12,4.0,19,61,C14,2026-08-27,50.65,Medium
M-005329,EN-0118,Engineering,Sleeper,Sleeper Defect,Preventive,1,80,14,1.5,13,43,C01,2026-08-29,47.55,Medium
M-005330,EN-0055,Engineering,Track,Track Geometry Deviation,Corrective,3,68,22,2.0,52,46,C18,2026-08-28,64.7,High
M-005331,EN-0048,Engineering,Ballast,Track Geometry Deviation,Inspection,3,95,0,1.5,45,76,C07,2026-08-27,60.9,High
M-005332,EN-0159,Engineering,Track,Track Geometry Deviation,Inspection,3,19,6,1.5,66,32,C08,2026-08-27,40.2,Medium
M-005333,EN-0063,Engineering,Sleeper,Rail Wear,Inspection,2,53,0,4.0,27,33,C19,2026-08-31,34.25,Low
M-005334,EN-0143,Engineering,Rail,Rail Crack,Inspection,3,70,6,1.0,40,48,C14,2026-08-25,52.7,Medium
M-005335,EN-0034,Engineering,Sleeper,Ballast Defect,Inspection,2,78,13,0.5,31,58,C03,2026-08-30,56.05,Medium
M-005336,S&-0067,S&T,Signal,Track Circuit Fault,Corrective,4,47,15,3.0,66,54,C16,2026-08-27,62.65,High
M-005337,EN-0014,Engineering,Rail,Rail Crack,Corrective,3,57,0,1.5,55,57,C01,2026-08-30,48.65,Medium
M-005338,EN-0109,Engineering,Sleeper,Track Geometry Deviation,Preventive,4,70,12,2.0,75,63,C07,2026-08-27,70.45,High
M-005339,TR-0073,Traction,Insulator,OHE Wear,Preventive,3,56,23,0.5,50,67,C16,2026-08-29,63.85,High
M-005340,TR-0028,Traction,Isolator,Insulator Defect,Overdue,4,56,14,3.0,67,56,C09,2026-08-31,65.1,High
M-005341,TR-0098,Traction,OHE,Isolator Defect,Inspection,2,83,12,4.0,40,47,C05,2026-08-31,56.95,Medium
M-005342,EN-0061,Engineering,Ballast,Rail Wear,Inspection,5,100,22,0.5,83,83,C05,2026-08-28,94.05,Critical
M-005343,TR-0060,Traction,OHE,OHE Wear,Inspection,2,34,11,1.5,28,27,C15,2026-08-28,36.1,Low
M-005344,S&-0114,S&T,Point Machine,Point Machine Degradation,Corrective,5,46,0,1.5,87,62,C16,2026-08-28,60.5,High
M-005345,S&-0140,S&T,Track Circuit,Point Machine Degradation,Inspection,1,93,5,1.0,22,53,C14,2026-08-28,48.0,Medium
M-005346,TR-0125,Traction,OHE,Insulator Defect,Overdue,1,32,8,1.0,17,26,C07,2026-08-28,26.9,Low
M-005347,EN-0180,Engineering,Rail,Track Geometry Deviation,Inspection,4,30,0,4.0,61,33,C16,2026-08-30,42.15,Medium
M-005348,S&-0117,S&T,Point Machine,Track Circuit Fault,Inspection,1,79,0,4.0,1,41,C18,2026-08-25,34.05,Low
M-005349,S&-0101,S&T,Signal,Track Circuit Fault,Corrective,4,31,15,3.0,63,48,C17,2026-08-29,56.35,Medium
M-005350,TR-0075,Traction,Feeder,Insulator Defect,Overdue,3,54,10,4.0,55,46,C11,2026-08-25,53.6,Medium
M-005351,EN-0039,Engineering,Sleeper,Track Geometry Deviation,Overdue,1,65,8,3.0,16,42,C19,2026-08-27,39.0,Low
M-005352,TR-0030,Traction,Insulator,Isolator Defect,Overdue,5,67,2,2.0,99,78,C10,2026-08-27,73.1,High
M-005353,S&-0136,S&T,Interlocking,Track Circuit Fault,Inspection,5,67,8,3.0,89,67,C18,2026-08-28,73.95,High
M-005354,S&-0112,S&T,Track Circuit,Point Machine Degradation,Corrective,4,28,0,4.0,71,42,C13,2026-08-29,44.9,Medium
